,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2001,,,,122764227200.0,,358268111900.0,97924522600,535288446400.0,,,265660000000,114524500000.0,4251830400.0,46149559700.0,217169300000.0,745303374300,327372036500.0,473619765300.0,20305536000.0,5025820000.0,3382690000.0,3621793700.0,22721951300.0,1278000000.0,,5951638700.0,251125983200.0,,15483610800.0,5714115800.0,64142268100.4256,,537645324000,250609382000.0,,33859909574551.9,,6764219084000.0,2657919498400,535200000000.0,2477199357200,70139415356700,22993159700.0,,5056274375395.47,4967100000.0,,,9044224000.0,1230892000000.0,738777090000.0,,,754225415000.0,337988146677.821,6060876845400,11069900000.0,131282724300,763984500.0,240554000000.0,6015972000.0,,57064000000.0,,474892293000,,,1996801000000,370872207000.0,,,,,,56134170000.0,,41151523000,,,65276160300,,,1989671218258.26,59843600000,99414015462.0234,30065917600.0,10916232000000.0,889649448923000,,5245214687000,131926984000.0,1938359369552100,,573354530000.0,203861875000.0,396077700000.0,,4560185136.55075,48820800000000.0,2885332006600.0,568157539200,76119903700.0,8192401999600.0,,,215018400000000,,13499625259400.0,9215979796000.0,,,,,1334914056100.0,4230820300.0,8527278000.0,57223693000.0,5739632000.0,86699000000.0,,148487139700.0,,11516417600.0,3443475013300.0,,3088301495000,,81384000000.0,649923862700.0,6245700000.0,,,,,31155466000.0,41016420200.0,172299081839.595,,487491723500,32587832700.0,,367687770900.0,5424543716400.0,24867394200.0,338340565000.0,1120653000000.0,170382225604.2,,47843872000.0,12753635300.0,1723268002900.0,9704681700.0,62192000000,1731638213300,,5775424700.0,325550000000.0,,,42302521000.0,32536959285800,919151700.0,,,44411300000.0,11194638392500.0,211947000000,835212878000.0,2245260400.0,1463912677000,262649800000,1124431600.0,338375000000.0,4455632300.0,,,522238400000.0,,,,20788464000.0,14002526000.0,1150508000000,12510582500,,6401528300.0,369068000000.0,,471083992200.0,496259829500.0,3304461000000,1325250300.0,2992189200.0,64140600.0,,,23807519100.0,146776232700.0,,6033417708200.0,3282024709500.0,1766131000000.0,201759355100,1240120345000.0,4925730349100.0,,11544545000.0,,,517599345177552.0,,,,,894254846700.0,3526788700.0,55393883700.0
2000,,,,106329725300.0,,,95312028700,420615802600.0,,,244528000000,108275900000.0,3346568800.0,36800689600.0,216346800000.0,711247214200,332046527900.0,412187756900.0,20061801000.0,5152440000.0,3365150000.0,3423756000.0,20091560900.0,1218000000.0,,5491595300.0,229904579100.0,,15284448900.0,5797822100.0,67055370764.715,,553705307000,250357598000.0,,31465016408989.4,,7221281473500.0,2500171326500,664800000000.0,2626317747600,68221784981500,22468974700.0,,4971655883242.7,5152500000.0,,,8887695000.0,1124835000000.0,699161710000.0,,,729721908000.0,364506747504.011,5696312824600,11248430000.0,127100265800,657488000.0,231431000000.0,5657682000.0,,56043000000.0,,460737612000,,,2119425654900,361665863000.0,,,,,,50925950000.0,,41102122000,,,67988937300,,,2010898568181.63,57563600000,90430532379.8875,32106452000.0,10030319000000.0,883948157823700,,5028509823300,115717158000.0,2062188048470900,,537120335000.0,230801278000.0,386149200000.0,,4356012150.0028,52289600000000.0,2938219966000.0,548375527700,78667684200.0,7019664981000.0,,,218957600000000,,15649743521800.0,7890393661000.0,,,,,1409227051100.0,2409306900.0,6872819000.0,53773013000.0,5263898000.0,82067000000.0,,131091529400.0,,9825739600.0,3141657573700.0,,3104485353000,,94846000000.0,450358879600.0,6875900000.0,,,,,20461122700.0,38910838000.0,149560284597.815,,523229124400,33481814800.0,,360260625300.0,7102005214200.0,23164818100.0,333429744000.0,1074006000000.0,,,46321374000.0,12021610700.0,1536190913100.0,9672022000.0,58232000000,1770015015200,,5229701900.0,315898000000.0,,,41351951000.0,37265528682300,1370621100.0,,,38868500000.0,10743382892100.0,151533000000,859411383900.0,2044581500.0,1557397810700,272573400000,1641694700.0,302800921000.0,4528351900.0,,,339211800000.0,,,,18720586000.0,13064184000.0,1143753000000,11922849900,,6583131900.0,326715000000.0,,485886372000.0,509369656300.0,3305135000000,1550000000.0,2885065300.0,52049900.0,,,19968720100.0,139877703300.0,,5020214046000.0,2543021314700.0,1803978000000.0,212778082600,1313437357000.0,5206409266800.0,,11969386000.0,,,441711210842848.0,,,,,873356468200.0,2920886900.0,53636633100.0
1999,,,,76561585400.0,,,92804098800,354174500500.0,,,222517000000,95376610000.0,2721118700.0,39829058500.0,192484600000.0,795298746200,318753657000.0,360309788800.0,24217740000.0,,3198980000.0,,17827471000.0,1105000000.0,,4773614500.0,203706769500.0,,13660317600.0,5614200000.0,66521003482.3077,,507866746000,223266775000.0,,29663908642076.3,,7764848779800.0,2276164956100,689813368200.0,2658504195600,64271378031100,20270061900.0,,4862708837931.08,4516800000.0,,,8171032000.0,979983000000.0,614251340000.0,,,647991182000.0,338074953692.957,6017761391600,10970207000.0,118753110400,649039500.0,209557000000.0,6080265000.0,,48269000000.0,,408145804000,,,2386741478300,331061443000.0,,,,,,,,33639763000,,,65489245900,,,1720311350902.98,54059728700,79544886296.8793,30198598500.0,8023989000000.0,698856563451500,,4255912312400,95485827000.0,1907143463959800,,517149645000.0,187038011000.0,344515700000.0,,4429670828.59111,46264200000000.0,2297279097700.0,542221404300,71187141200.0,5387496010200.0,,,187166500000000,,,7766135493100.0,,,,,1194379089400.0,1794384600.0,6022652000.0,45955887000.0,4600553000.0,68919000000.0,,120738396100.0,,8969885900.0,2770580701200.0,,2782630153000,,79971000000.0,428850000000.0,,,,,,15481520600.0,36892569600.0,143442995588.495,,450804149400,33765749200.0,,322824149200.0,6270919497700.0,20588275500.0,296569392000.0,1040961000000.0,,,43675255000.0,10352618200.0,1324119859600.0,8164492000.0,54019000000,1556421004200,,4883624400.0,255566000000.0,,,38103315000.0,36470919689300,1170608900.0,,,47736200000.0,9811355179000.0,151232000000,,2288910800.0,1453995273400,238412900000,2209452600.0,249517174800.0,3925605300.0,,,286458800000.0,,,,17283389000.0,11603066000.0,1020832000000,10359229000,,5548128900.0,325171000000.0,,531643876700.0,531146677800.0,2853390000000,1507563500.0,1430884200.0,,,,18881287400.0,117737511500.0,,4134759225800.0,3243906135900.0,1484755556400.0,197031888000,1212651977000.0,4768771743500.0,,11310288000.0,,,364745925919833.0,,,,,806322354000.0,3012392100.0,58131542700.0
1998,,,,44230506400.0,,,93988616600,312480152200.0,,,218335000000,89611070000.0,2398403200.0,38166365300.0,183582200000.0,698927906900,347125141700.0,352378836300.0,29434464000.0,,3051560000.0,,16661188600.0,991000000.0,,5474629700.0,192710169200.0,,11986775200.0,5148100000.0,52112624451.0285,,458245338000,216094154000.0,,27724735431779.2,,7268883438900.0,2366508354900,461450478500.0,2601223003500,60676933700700,19887403700.0,,4625929594106.88,4003500000.0,,,7977087000.0,931573000000.0,583439380000.0,,,582330051000.0,320944503639.078,5676861589000,10192439000.0,108786698000,1072367700.0,193907000000.0,6051569000.0,,43354000000.0,,388296397000,,,2520321714300,320439212000.0,,,,,,,,27031859000,,,62606830900,,,1667101836733.0,60848479300,78408987176.41,25925006600.0,7177017000000.0,1024791221595600,,3606721565100,82477624000.0,1956264074009600,,501521776000.0,163429065000.0,347919300000.0,,4555851133.83648,45356800000000.0,2230368056000.0,496175240000,79448995800.0,3601858995800.0,,,166711000000000,,,7368249993400.0,,,,,1148499907400.0,1884814300.0,7420788000.0,41027770000.0,4912452000.0,69402000000.0,,109833821300.0,,8697901600.0,2399127786200.0,,2639309675000,,74842000000.0,368373750500.0,,,,,,15586244300.0,36539209300.0,141490785344.89,,398366041100,32331268200.0,,364014613400.0,7026451967300.0,18341647500.0,272049839000.0,1012159000000.0,,,40326607000.0,9986578600.0,1362968791600.0,9324364300.0,50511000000,1412782806600,,4217181700.0,262159000000.0,,,36805374000.0,42340435662700,1107471800.0,,,44482100000.0,8823195684100.0,107666314000,,1076965500.0,1443794746800,220715700000,2076442100.0,252749618900.0,3697311400.0,,,495646200000.0,,,,15678643000.0,11375053000.0,952272000000,10735624700,,5282878200.0,296637000000.0,,540369406600.0,538142531000.0,2626561000000,1464130500.0,885072300.0,,,,17885065000.0,131386134400.0,,3632010882300.0,2569091449000.0,1518154964300.0,204013145000,1155086764000.0,5188866834400.0,,12706590000.0,,,296541403186833.0,,,,,796280872200.0,1607026500.0,60341762700.0
1997,,,,33048910400.0,,,84962695500,312699370600.0,,,208775000000,83087470000.0,2088893000.0,45270599700.0,176287800000.0,629180025000,255840710200.0,313874169500.0,35621274000.0,,2896500000.0,,18169234800.0,943000000.0,,5141345600.0,183694086300.0,,13311571600.0,4771100000.0,63702344505.0004,,418423976000,210562320000.0,,26050165309730.8,,7036079486000.0,2546715662400,371680238800.0,2387117562500,56509117135000,19635544700.0,,4041565118951.56,3785500000.0,,,7538128000.0,849570000000.0,541836130000.0,,,559382903000.0,311576099773.098,5581968501900,10699220000.0,111751534600,1787811600.0,179300000000.0,5347755000.0,,39821000000.0,,356848939000,,,2687675107500,311800803000.0,,,,,,,,25864246000,,,61142875900,,,1762345326863.87,59909942400,78579886402.4033,21029998300.0,6214998000000.0,921714298470800,,3167004471600,67180412000.0,1911426851051300,,494482687000.0,153860612000.0,338791800000.0,,4836039250.39683,46483400000000.0,2531632299700.0,521654672800,87054379900.0,3711746511300.0,,,145517000000000,,,7010704085100.0,,,,,1137504012900.0,1481874300.0,7149596000.0,35297058000.0,4691094000.0,71149000000.0,,104145374100.0,,11819842400.0,2510667490900.0,,2457556184000,,69009000000.0,370308048100.0,,,,,,14129673200.0,39746624400.0,130612897988.998,,396419014600,32558149600.0,,326834260100.0,6882833860900.0,17322721200.0,254969892000.0,1005407000000.0,,,38994554000.0,,1445813501700.0,9406802100.0,47454000000,1764085471300,,3992268900.0,229474000000.0,,,34041820000.0,37269028668200,945341900.0,,,45203800000.0,8658702548300.0,105658527500,,707621200.0,1276531178000,230915800000,1782094700.0,296301645100.0,3590416100.0,,,382723700000.0,,,,16045954000.0,10549859000.0,874319000000,9947106000,,5518759600.0,295155000000.0,,506673308000.0,544127940800.0,2370726000000,1582348600.0,1087775700.0,,,,17005431100.0,115929956900.0,,3410887302200.0,3019101348600.0,1500153127800.0,202412100900,1128722815000.0,6135234896000.0,,12272151000.0,,,249194456459513.0,,,,,771244668700.0,1534290700.0,60754278700.0
1996,,,,40438890400.0,,,75739555900,335803010700.0,,,188283000000,74834820000.0,1616826400.0,,161007300000.0,574788208500,238924197100.0,274562865400.0,33260780000.0,,2670953700.0,,13569256300.0,833000000.0,,5252178000.0,165461415200.0,,14022223900.0,3978500000.0,56403032642.3308,,385302624000,183432769000.0,,23135760502783.1,,6479579185300.0,2385927538000,477199640800.0,2132911342600,54782696284200,18874826100.0,,3718246556934.24,3981000000.0,,,7539826000.0,789624000000.0,482768040000.0,,,535243939000.0,279088120706.271,5251146105800,10000584000.0,112819925300,1728430700.0,156744000000.0,4263632000.0,,34922000000.0,,315685883000,,,2599853203900,281632648000.0,,,,,,,,21010267000,,,56559944100,,,1658698990677.36,59127828300,73648770487.4804,18402611900.0,5063244000000.0,855022746392500,,3242495481000,57151250000.0,2022435510751700,,471898201000.0,141056595000.0,322551100000.0,,5153522176.70354,41844900000000.0,2501612944400.0,583804000000,71914574600.0,2727121343000.0,,,122578000000000,,,5517288541400.0,,,,,1018445274400.0,1354647300.0,5768922000.0,31105720000.0,4160692000.0,72403000000.0,,97718972200.0,,11626711300.0,2607355988400.0,,2246698545000,,53371000000.0,288209650000.0,,,,,,13008815200.0,47590671000.0,126162846824.859,,375785960100,33462590800.0,,342524121000.0,4653582379200.0,15147164100.0,232474173000.0,933011000000.0,,,37707996000.0,,1546919760600.0,8759125100.0,41958000000,1511736444500,,4773573500.0,204520000000.0,,,31724133000.0,39503349266100,781964900.0,,,40662300000.0,8702227191900.0,81019892100,,694883000.0,1327520617800,209483500000,1636768400.0,400066539600.0,2789851600.0,,,253325800000.0,,,,14106482000.0,9450347000.0,767393000000,8439267100,,4713916300.0,256358000000.0,,453692364500.0,544127940800.0,2173942000000,1405913500.0,1845547300.0,,,,15443774100.0,97318840700.0,,3875304894100.0,2331430861800.0,1585785546400.0,179091340000,1008602475000.0,5942989790700.0,,15286525400.0,,,214822807292684.0,,,,,732455766200.0,1298847800.0,57577323100.0
1995,,,,,,,70359322800,311337909100.0,,,171228000000,71517490000.0,1343471600.0,,153376600000.0,591239514500,293913827900.0,254047525400.0,25594683000.0,,2577761900.0,,12587437700.0,791000000.0,,5046839300.0,166159058100.0,,14522312600.0,3711900000.0,49707292759.6258,,364443948000,178057926000.0,,20696664813800.0,,,2036699993800,413517898700.0,2047816537200,49982835572600,19121816600.0,,3499310181509.99,3194719400.0,,,7085417000.0,770391000000.0,455931820000.0,,,511405064000.0,261357520618.046,4884786990100,10217459000.0,110846521600,1090245800.0,142531000000.0,4156675000.0,,33019000000.0,,302763664000,,,2538176326200,262900443000.0,,,,,,,,20185784000,,,52039697900,,,1561260497112.94,54716704600,63084537771.2777,14456080100.0,4638108000000.0,794926175948500,,3050619723700,50836548000.0,2008452763087100,,436577485000.0,132944883000.0,317977100000.0,,5159150017.18524,39915900000000.0,2452561710200.0,558349231500,67398220900.0,3304307711800.0,,,111242500000000,,,4055156283000.0,,,,,980216803100.0,903786000.0,4583168000.0,29295544000.0,3508152000.0,72822000000.0,,91744207400.0,,12695002300.0,2502675933700.0,,1946070846000,,61269000000.0,286933801600.0,,,,,,9376077400.0,48091534100.0,114124796324.895,,344038263900,32563170700.0,,273873150600.0,5221589372700.0,13032331100.0,223220757000.0,847992000000.0,,,36187615000.0,,1516668912000.0,8052492000.0,38529000000,1319880307500,,5082862600.0,183704000000.0,,,30013276000.0,43236305687300,814235000.0,,,38329900000.0,8398656883400.0,57027661400,,618823000.0,1454218235100,191578400000,1427400000.0,226802407600.0,2551601400.0,,,113465100000.0,,,,14435589000.0,9177603000.0,734956000000,8671995300,,3761663700.0,225960000000.0,,554819582500.0,497066643700.0,2275990000000,1446283200.0,2167855100.0,,,,15564420400.0,79796106600.0,,3835222757900.0,1832608440200.0,1356531691600.0,162393915900,932367050000.0,5741290573600.0,,14176053500.0,,,173244199429630.0,,,,,683236574700.0,1159979300.0,53244322100.0
1994,,,,,,,57422988800,600757275900.0,,,163991000000,66710720000.0,1886886500.0,,146084156000.0,601817397300,294207831900.0,194338696700.0,19748280100.0,,2512865600.0,,16137740800.0,834000000.0,,4625108500.0,169604853800.0,,12432029600.0,2508500000.0,44827696403.8043,,334763024000,173248433000.0,,18648395891300.0,,,1764859581300,343453415100.0,1774288709500,48264224618700,18455547400.0,,3152009596571.24,3062072700.0,,,5976852200.0,623988899000.0,427675690000.0,,,497875433000.0,241078107594.567,4595284216100,9258397000.0,99600942500,1304783200.0,130282535000.0,3943282000.0,,30362000000.0,,278136574000,,,2389298981700,240210895000.0,,,,,,,,19598033000,,,46232667100,,,1420061758159.82,48178230400,,10694883000.0,3400081100000.0,737947938613100,,2321697788800,42380819000.0,2206030676587000,,446803726000.0,120807909000.0,282438332000.0,,4549936836.65893,38313200000000.0,2335773057300.0,604674844900,81560027600.0,2298411685200.0,,,90473100000000,,,2722691557300.0,,,,,952591595700.0,847773800.0,,28015014000.0,,68866000000.0,,103313156600.0,,,2418802645100.0,,1619054743000,,63366793400.0,260806384700.0,,,,,,8930878300.0,46256789300.0,106841190245.344,,289193989100,29728240200.0,,280342143000.0,5711415566100.0,10675893200.0,204398100000.0,807603000000.0,,,34870374000.0,,1564791169800.0,7308878300.0,36520000000,1187423350300,,5253259500.0,,,,27576098000.0,36834629573200,642283800.0,,,28932265800.0,7529892274400.0,52525648400,,609388300.0,1437725515500,158215000000,1266063200.0,354967348500.0,2280256700.0,,,,,,,13807611000.0,9078646000.0,660434000000,8466563300,,3712603100.0,220063000000.0,,402505885600.0,412161419100.0,1972767000000,1566837100.0,2262914600.0,,,,15359451400.0,73895870800.0,,2812877772800.0,1424688937600.0,1341772197600.0,165466888500,845467973000.0,,,13337168100.0,,,144370166191326.0,,,,,615875754700.0,1296168800.0,52986209200.0
1993,,,,,,,49805026600,,,,149779000000,63120377000.0,,,134854020000.0,587428510700,212885930100.0,187443821100.0,19216304900.0,,2533972000.0,,16333745700.0,780000000.0,,4018461400.0,163071400900.0,,12087670300.0,2264200000.0,41955715979.2816,,296734926000,170962763000.0,,16705900334300.0,,,1591552932100,371311717700.0,1822369964800,48243545535100,19483637000.0,,3032490885876.74,2806160700.0,,,5524218800.0,601200514000.0,396295760000.0,,,459992223000.0,226592856858.331,4757023113700,8201133000.0,99083332400,1355225100.0,111667863000.0,3809245000.0,,26801000000.0,,257155478000,,,2286657152200,219914409000.0,,,,,,,,18250416000,,,44729119600,,,1299718941505.98,53590460200,,16124089100.0,2989870859000.0,671220631068600,,2053806188100,36810080000.0,2175820637748900,,408868055000.0,107024703000.0,257635729000.0,,4353267622.43963,36681600000000.0,2624464109200.0,611743948200,100653673500.0,1322737222900.0,,,76608700000000,,,2721481219600.0,,,,,842255914300.0,719471100.0,,26014413000.0,,65572000000.0,,94844175800.0,,,2197966331200.0,,1488167826000,,61276719400.0,243951015300.0,,,,,,6757962000.0,44085189900.0,103809904268.511,,237225625000,30718370400.0,,224237828100.0,5585112736900.0,9310146500.0,188091343000.0,744812000000.0,,,32139613000.0,,1517584240400.0,7546568900.0,30588000000,999663596600,,4778230600.0,,,,25441868000.0,32887759202100,,,,24305501200.0,6689030206800.0,134900390000,,561817500.0,967163436900,133523600000,1173694700.0,465961252800.0,2094391700.0,,,,,,,12031856000.0,8082285000.0,581326000000,7610650400,,3975959200.0,178467000000.0,,442857206200.0,419716297900.0,1744192000000,1519608100.0,2800510200.0,,,,13528220800.0,64156941900.0,,2521416876200.0,1083024562100.0,1215373366400.0,143704227900,776827098000.0,,,12341885200.0,,,124457039820135.0,,,,,600937734100.0,1191864600.0,48437922300.0
1992,,,,,,,47897186500,,,,139445000000,64654738000.0,,,135453151000.0,517574356600,199223267500.0,161044011500.0,18766491800.0,,2433321300.0,,21048639000.0,758000000.0,,3816036000.0,146010946000.0,,12434223000.0,3984162100.0,42335552889.8239,,267822797000,172002443000.0,,16135633295300.0,,,1958451273000,407527553800.0,1688080562300,45418580965400,18915062000.0,,2805399166406.81,3737814400.0,,,5685387300.0,519067508000.0,421286110000.0,,,454406476000.0,208309736970.354,4849156759100,7722134000.0,97860723200,797491700.0,103553111000.0,,,22972000000.0,,256144717000,,,2031845976300,210342157000.0,,,,,,,,18736988000,,,41932112600,,,1158919920537.96,54184867000,,13191445700.0,3327229871000.0,629611325053400,,1805074284600,33555543000.0,1994606520919100,,383867931000.0,97426999000.0,236423523000.0,,4140736898.12025,36381400000000.0,2815948615100.0,465131677200,81249813600.0,,,,69605100000000,,,2329508304700.0,,,,,744042363900.0,537441900.0,,24832735000.0,,63989000000.0,,94802593300.0,,,2084693972300.0,,1434554297900,,59634440300.0,234148821400.0,,,,,,6513233700.0,45872827000.0,97292452276.0125,,212677274100,27748034400.0,,223888467900.0,4707288069500.0,8738423600.0,180911824000.0,722092000000.0,,,29996055000.0,,1497852164000.0,8474565900.0,29666000000,943573556300,,3771465700.0,,,,26302871000.0,25824329596500,,,,21872014000.0,6550644858900.0,164103071900,,613785300.0,1030572397000,114145500000,1165073700.0,537861497200.0,1629647900.0,,,,,,,12062488000.0,8035145000.0,539235254000,6897326900,,3713886200.0,163236000000.0,,414317418600.0,433591238500.0,1543738668800,,2234937600.0,,,,13087148400.0,59578103400.0,,1940772476900.0,1133327010000.0,1362526195900.0,132291940600,752267606000.0,,,11017281700.0,,,114048106914952.0,,,,,544431000000.0,1152078800.0,39453322900.0
1991,,,,,,,48395512400,,,,127400000000,63812801000.0,,,130662008000.0,427824806200,228647222300.0,132170568500.0,17754136900.0,,2462514500.0,,31891879600.0,585000000.0,,3774038300.0,125289273200.0,,11725764000.0,3969861200.0,44376340447.7064,,249290038000,165472291000.0,,14163156530000.0,,,1859877739500,699642068400.0,1676170952600,43015772322200,17428269700.0,,2396387973573.11,3972855100.0,,,4743346200.0,473818796000.0,422848010000.0,,,453179189000.0,189276614171.481,4667138735900,7318430000.0,86676640500,,96321274000.0,,,20812000000.0,,241760271000,,,1981264262200,201226925000.0,,,,,,,,17030348000,,,38331501800,,,985090890759.949,50180442600,,17497743600.0,3258742707000.0,549090494114900,,1720868009600,29463647000.0,1965503793364600,,391629770000.0,85429869000.0,220366104000.0,,4019065983.16472,34779200000000.0,3181862841800.0,468786157100,150105587800.0,,,,62078500000000,,,1170036579700.0,,,,,697321795000.0,406369100.0,,24172569000.0,,59195000000.0,,90436524100.0,,,2074020416500.0,,1410799702800,,49083344200.0,215851264300.0,,,,,,5764087800.0,47563897600.0,94173085318.3494,,188885629900,26098270800.0,,241660915500.0,6406088945400.0,8215562700.0,175739116000.0,688943000000.0,,,28680930000.0,,1315971937400.0,9268658800.0,28424000000,897937928400,,2944959500.0,,,,25478019000.0,25485338969300,,,,21256059900.0,9184409070700.0,179347614900,,502472400.0,1050353307300,106436700000,1029600000.0,572024044300.0,1531198000.0,,,,,,,,10502747000.0,527848185000,6637492600,,3934521900.0,165861000000.0,,430806473400.0,539292550500.0,1356448242700,,1287254900.0,,,,12115490100.0,53673464500.0,,1578746524000.0,981430262900.0,2585438702100.0,121234877800,703532021000.0,,,11245777000.0,,,91478701818741.6,,,,,516093000000.0,1111804900.0,41671299200.0
1990,,,,,,,50215390648,,,,114510000000,61991915000.0,,,126788135000.0,364745781260,229595877720.0,136387039518.556,32588270193.0,,2620377539.0,,32246591377.0,599000000.0,,3517480312.1216,131645630290.144,,10780420900.0,3450506437.8,42872209749.789,,245310615000,168096639000.0,,12596931462153.2,,,1939392900000,844107394300.0,1782998174800,38420980815000,18422261018.0,,2200487265100.0,4118082764.3,,,5181906408.4,504328228000.0,380859206000.0,,,426847544000.0,177557799310.0,4709524087900,6272493000.0,83880619875,,88982853000.0,,,22596000000.0,,227480630000,,,1925186016000,200893595000.0,,,,,,,,16355945000,,,42164652033,,,865164865454.392,51212833261,,19424766489.0,,458032447620000,,1569243235000,27874074000.0,1684803452058640,,416227124000.0,87932338000.0,224742266000.0,,4250197855.98394,32987900000000.0,3496552573500.0,474682628890,,,,,55317800000000,,,1039187518700.0,,,,,653534904958.852,326873700.0,,22139017000.0,,59443000000.0,,88527315300.0,,,2030306048273.75,,1348954039000,,65531317300.0,190650387400.0,,,,,,4505968962.5,44744931523.0,90242104438.9618,,163155456710,20259600130.0,,279122325270.0,5928110328000.0,9775637831.6,164845975000.0,649666000000.0,,,26255938000.0,,986003574551.231,6634549794.8,26872000000,843810592550,,2542527100.0,,,,25185356000.0,23870434934000,,,,25895563713.0,13116096521000.0,194016926580,,548721403.776464,1126502860500,98019600000,974178947.368421,379726198900.0,1563684609.8,,,,,,,,13152472000.0,538432613000,6294710300,,3691383330.0,142633000000.0,,446641303300.0,516069440110.0,1178085815500,,,,,,12222905227.0,52048964200.0,,1764445238800.0,1038786577100.0,3122510509200.0,118022822610,659885538000.0,,,10788298300.0,,,70445589024505.6,,,,,524194000000.0,1063232000.0,43580088486.6057
1989,,,,,,,42551231628,,,,109401000000,57097400000.0,,,121242601000.0,208494939270,180918201250.0,115791812575.122,113765424910.0,,2601432669.6,,,548274694.562952,,3166948934.44894,138453705857.099,,10644431800.0,,42984134883.3294,,234644374000,164863652000.0,,11597549418976.0,,,2150735759300,852464856600.0,1666353434400,32672699937000,17529752618.0,,2039348780200.0,4271019148.6,,,4857299262.7,,342041754000.0,,,400695545000.0,179179096590.0,4554665452100,6233251000.0,78288578550,,84994612000.0,,,22283000000.0,,218425100000,,,1723591537400,190816395000.0,,,,,,,,16943682000,,,37161303294,,,808226890401.565,50962556739,,19359251472.0,,455975786270000,,1412403989200,25636065000.0,1396918214874070,,416334166000.0,86333486000.0,211630020000.0,,4029969425.8233,30707000000000.0,,387368209020,,,,,52639700000000,,,1071577457400.0,,,,,612497671485.571,330525400.0,,20967516000.0,,55475000000.0,,75539020000.0,,,2232560703860.51,,1301514612700,,,190473937200.0,,,,,,4285588100.6,50258810297.0,83403693672.5935,,138479574540,22774137077.0,,,6203877720700.0,8430285011.0,156017599000.0,598466000000.0,,,24019274000.0,,975034689809.783,5667243974.8,30425000000,824578606180,,2664160800.0,,,,23002819000.0,20352343254000,,,,,,201090343560,,717316327.843935,1180136522700,86683800000,1032063157.89474,467152969500.0,1262108264.6,,7746997760.0,,,,,,,526285484000,6084108300,,3609571980.47,116476000000.0,,509853306900.0,560412012210.0,1038929887100,,,,,,11707627887.0,50458589900.0,,,989444433090.0,,103800691890,606389889000.0,,,9438593100.0,,,62382427215244.0,,,,,526478000000.0,1146220800.0,43600909005.4441
