,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2001,,,,313734998500.0,,259191315800.0,84888604200,1138707516400.0,,,145223000000,112326160000.0,2305165000.0,103140521900.0,212145000000.0,892530590600,588517265100.0,742306485200.0,20607514000.0,2919030000.0,4662540000.0,9320653800.0,15282989700.0,1657000000.0,,6064845600.0,222256143600.0,,3632844300.0,10379543500.0,28899416283.8342,,426852448000,224336223000.0,,18975043820274.3,,4578360421400.0,2212487316100,464200000000.0,1246224442300,58377375991600,66600962700.0,,4794009513457.29,4510300000.0,,,8684934000.0,1244904000000.0,678096190000.0,,,579012485000.0,446087077801.192,1832066498100,9187268000.0,234911694400,4535950000.0,253926000000.0,5567756000.0,,49174000000.0,,437787083000,,,1080287000000,356543358000.0,,,,,,93280410000.0,,55298046000,,,107137595200,,,2022556575730.63,73378700000,99577107907.0205,133031293600.0,11418841000000.0,815657861287300,,5887771456800,116107266000.0,3164990090150000,,669841813000.0,213164406000.0,382566500000.0,,5444914676.40183,63814700000000.0,2757046002800.0,709668060500,80748925500.0,9589377727500.0,,,223779400000000,,10474515756900.0,19891911302700.0,,,,,1295967479800.0,10750636500.0,8747393000.0,45517993000.0,7009172000.0,42092000000.0,,166317548800.0,,24239804600.0,3874367248400.0,,3447854285000,,115833000000.0,789003446500.0,6261100000.0,,,,,48776135200.0,34814891500.0,169323518943.541,,365026990000,29925629800.0,,632920078000.0,6682229107200.0,52516431800.0,305408230000.0,590131000000.0,276064832799.689,,34931372000.0,3743180400.0,2996216549200.0,10622541800.0,43464000000,2284435048500,,4479209900.0,343678000000.0,,,53960679000.0,25603170039500,4364199500.0,,,50941500000.0,6502966011800.0,497762000000,213138635800.0,4224942200.0,2085746436700,238746800000,1888852000.0,1051488000000.0,9191454500.0,,,773024200000.0,,,,26039844000.0,14538586000.0,1043840000000,15915316700,,8166602100.0,291204000000.0,,2091130307500.0,717124072000.0,2950702000000,1353464300.0,2918389200.0,1193170600.0,,,26234337400.0,119001110600.0,,5618435132900.0,7629815714500.0,1063481000000.0,187084651900,1708685092000.0,5541993003600.0,,11932504000.0,,,502358114827927.0,,,,,575086385300.0,6442644900.0,37000189100.0
2000,,,,272287735100.0,,,98646406200,1065526703500.0,,,146653000000,106781710000.0,2088844600.0,88066975400.0,213759900000.0,786739134000,657642686800.0,657789547200.0,18307777000.0,3013080000.0,4845520000.0,8714760800.0,13551526600.0,1670000000.0,,6386738300.0,215090608900.0,,3520777800.0,9529933900.0,29347368084.0164,,448876931000,221204114000.0,,18071966454987.3,,4936221346600.0,1984482985100,602700000000.0,1172456766700,53685211656300,65082631900.0,,4793526611269.72,4686200000.0,,,8659130000.0,1118035000000.0,672383900000.0,,,565440771000.0,473999883335.289,1702664031700,7307583000.0,237584942500,3957643000.0,244972000000.0,4955043000.0,,48503000000.0,,427602582000,,,1076122161500,334934037000.0,,,,,,71455350000.0,,54755185000,,,100203302200,,,2041565831595.41,70839700000,88999405593.3349,138792935900.0,10787813000000.0,782932375895900,,5719378730000,102657767000.0,2676360889324500,,744067547000.0,225431033000.0,373487100000.0,,5287921441.4101,63081100000000.0,2799031474900.0,594015836600,93724181900.0,8697901941000.0,,,231804900000000,,9753897788300.0,16439596117900.0,,,,,1432450113600.0,9335602100.0,7306698000.0,42607861000.0,6061237000.0,40216000000.0,,164079338000.0,,21915118100.0,3466109990900.0,,3477097426000,,128256000000.0,634020940700.0,7056800000.0,,,,,61946968400.0,31754749300.0,164648398447.959,,397784712900,26188325900.0,,577185748300.0,4153309541400.0,52152753200.0,298036376000.0,580047000000.0,,,33500051000.0,3224613100.0,2932975568400.0,11105445300.0,42239000000,2103300704600,,4137067400.0,362606000000.0,,,53421104000.0,26642249852200,4933775900.0,,,41249300000.0,5478538482500.0,525165000000,224110886000.0,4230653700.0,1782804508700,256230100000,2083543800.0,691984396900.0,8936560500.0,,,451214700000.0,,,,21905969000.0,14030252000.0,1059082000000,14956799600,,6555966700.0,263868000000.0,,1308008300300.0,697935574200.0,2908006000000,1583000000.0,2525260600.0,937316400.0,,,21720603600.0,156642814400.0,,5117842493400.0,7126015960400.0,1059411000000.0,197431916700,1751801941000.0,5207750340300.0,,10457234000.0,,,431423912611566.0,,,,,573652888700.0,4499101300.0,37558219600.0
1999,,,,182083060300.0,,,98802087300,995602930200.0,,,130884000000,96910180000.0,1938839000.0,78193050700.0,189142100000.0,879849698700,686827505000.0,596721517100.0,20264556000.0,,4593630000.0,,11950199500.0,1391000000.0,,6101789700.0,194127574500.0,,3754834500.0,9148400000.0,29926882926.4934,,413760568000,204560300000.0,,16344457171078.5,,5022138091500.0,1601101084300,531997591100.0,1122404256000,50670124490100,58713358800.0,,4987920737239.75,4696600000.0,,,7917247000.0,977660000000.0,606930600000.0,,,497265962000.0,440799479821.185,1559210571300,6477106000.0,228474849500,5844140100.0,223574000000.0,5235243000.0,,42227000000.0,,370688903000,,,1288425941300,308330444000.0,,,,,,,,45560939000,,,94499511300,,,1743537347914.84,68241513900,83075964827.9851,107373615300.0,8757736000000.0,621700701096400,,5468394908700,84362470000.0,2308529893546000,,690216602000.0,201351022000.0,336502700000.0,,4708334381.80033,57575500000000.0,2186743339800.0,582834275200,93358575900.0,7030291468400.0,,,189859700000000,,,17341346116000.0,,,,,1246821259500.0,8778909700.0,6854873000.0,36454879000.0,5903350000.0,38182000000.0,,152514061600.0,,16566657600.0,2971248966700.0,,2890438634000,,99732000000.0,630547000000.0,,,,,,63641312200.0,25754309700.0,168074194085.201,,319828092300,27626952800.0,,537125194300.0,3689366448700.0,54750398300.0,267879538000.0,568591000000.0,,,33129558000.0,3121215800.0,3000487951400.0,10067122600.0,40693000000,1881396370600,,4343340700.0,314102000000.0,,,50618015000.0,27546388129600,5459200300.0,,,44911500000.0,4137887665100.0,421710000000,,3403299300.0,1794036123400,213491200000,2708607000.0,438441948700.0,7898015400.0,,,359170800000.0,,,,20604053000.0,13159139000.0,943536000000,14179737400,,8813533400.0,270366000000.0,,1224821536600.0,734668996400.0,2308699000000,1433765800.0,2197868200.0,,,,20306675100.0,128702485400.0,,5094589630100.0,6996978436500.0,855743941900.0,196288831200,1550271169000.0,5527927029500.0,,9303643000.0,,,369958402816722.0,,,,,544585363900.0,3198187500.0,38648086200.0
1998,,,,157750396000.0,,,111347334500,1012829875200.0,,,124518000000,93125730000.0,2443019800.0,85796352900.0,182970000000.0,754513228500,756464456700.0,583273688500.0,17398487000.0,,3934610000.0,,11974148500.0,1116000000.0,,7364052000.0,228638620500.0,,3896400900.0,7686000000.0,31039933918.2295,,382915627000,196722474000.0,,18139056895954.1,,5109243438500.0,1606985004700,333723306500.0,1059136560700,67273705717600,57604968000.0,,5146479956079.62,4585100000.0,,,7693486000.0,929441000000.0,557424100000.0,,,484913015000.0,436407504326.442,1533207372900,9468828000.0,202621033900,5741015900.0,196653000000.0,5553417000.0,,40491000000.0,,346598246000,,,1680324931300,285798741000.0,,,,,,,,39795986000,,,93831509300,,,1785194144735.16,65455507200,85804360887.1101,87504445100.0,7732270000000.0,1047961561773100,,5111007358200,74911616000.0,2459476008346300,,667828696000.0,174257470000.0,322028100000.0,,4951035841.30879,55519900000000.0,2173701133000.0,591584616500,98189302800.0,5110401799800.0,,,152332000000000,,,18487575816600.0,,,,,1165177462300.0,8824221900.0,8021201000.0,32214053000.0,6227478000.0,34982000000.0,,142346486100.0,,21410368500.0,2803680335000.0,,2592010057000,,99619000000.0,609496327100.0,,,,,,45028930500.0,24333556300.0,160457098040.095,,289271393100,27247043700.0,,590238565500.0,5564872193000.0,45835164200.0,244009072000.0,577582000000.0,,,30326006000.0,3481748100.0,3171810968600.0,11795345600.0,47587000000,1849965607100,,3809674000.0,310595000000.0,,,46430979000.0,33898265695500,4498447500.0,,,46919500000.0,4985414050300.0,320141957300,,3010584300.0,1720988152500,195126200000,3477127200.0,492654632600.0,7758924500.0,,,539434100000.0,,,,21403173000.0,12138363000.0,895119000000,15361512500,,8923976100.0,242417000000.0,,1132774609400.0,803795425400.0,2072493000000,1391017200.0,1981754900.0,,,,19747258300.0,133243448500.0,,4631294573000.0,6426979648900.0,1027303651800.0,206353476300,1389204304000.0,6007928327500.0,,10261096000.0,,,328689792623830.0,,,,,594277659300.0,2102405300.0,50840347000.0
1997,,,,132590244600.0,,,102705746300,1068146793500.0,,,112945000000,88055780000.0,2036648900.0,61863231300.0,174160700000.0,686683005200,621086758000.0,558311734700.0,17796975000.0,,4461010000.0,,12206062300.0,1011000000.0,,6020772200.0,228768243400.0,,4501621000.0,6128000000.0,27001235701.6342,,363650252000,186782278000.0,,16971947019461.4,,4633257237400.0,1721182299000,200003442500.0,1063308379800,70013387453500,56875444600.0,,4424105951391.86,4522800000.0,,,7614722000.0,880391000000.0,509464690000.0,,,450741971000.0,373252429614.215,1428897799200,8888267000.0,199165481400,5450752800.0,172438000000.0,4914880000.0,,37328000000.0,,309738143000,,,1333010363400,262019778000.0,,,,,,,,33679223000,,,75365995900,,,1918616375523.5,60885203900,96152418791.509,82088889900.0,6308238000000.0,1106496712523300,,4229370142400,58627401000.0,2348715622895000,,547645646000.0,170641174000.0,295341700000.0,,5276930688.72943,59573200000000.0,2342350358800.0,565132529800,96693916500.0,5194643772900.0,,,201015500000000,,,18250321635300.0,,,,,1045096540200.0,6419597200.0,7537021000.0,27442158000.0,5333225000.0,35325000000.0,,131704969100.0,,23890158300.0,2665449704000.0,,2257764392000,,92795000000.0,527930949900.0,,,,,,41777756900.0,22885971900.0,149605528148.057,,356043190700,25310648200.0,,575798701500.0,5954136474600.0,42589839100.0,225225751000.0,531048000000.0,,,29403057000.0,,3360721494000.0,10943854300.0,46908000000,2130718372900,,3795060300.0,261904000000.0,,,40502877000.0,31641323801300,4125029600.0,,,42062200000.0,6035627170100.0,293346442200,,2539585500.0,1529830094800,213122900000,3719638100.0,415366056700.0,7298765600.0,,,592029400000.0,,,,21805753000.0,11029023000.0,806926000000,14012445000,,7641551800.0,258843000000.0,,1102201307500.0,748412897600.0,2576301000000,1252016700.0,1803934000.0,,,,18689893200.0,129003471200.0,,3412596181900.0,6234102867800.0,1007160442600.0,193937509600,1243818014000.0,7778482564800.0,,9221632000.0,,,277628818498327.0,,,,,582547329500.0,1796110100.0,56490013500.0
1996,,,,145210267900.0,,,80952541200,954459115900.0,,,102776000000,82087830000.0,1590669700.0,,160958400000.0,616217204300,614360224700.0,541833409500.0,17876842000.0,,2744216600.0,,9649061000.0,901000000.0,,5302818000.0,199631825000.0,,5401375100.0,5119800000.0,20017011576.8915,,317988645000,169253198000.0,,15005101193392.7,,4153206975500.0,1404951769900,259370464800.0,1013916927200,65930081279000,54671980900.0,,3847377976305.5,4608700000.0,,,7536241000.0,831714000000.0,466503520000.0,,,412608985000.0,318459605272.412,1395407967000,7375367000.0,189136789600,5322259500.0,152751000000.0,3798118000.0,,33364000000.0,,286859391000,,,1169755585900,237660733000.0,,,,,,,,31058566000,,,63066447900,,,1765888420210.45,61761700400,74504508764.4655,76564114400.0,5086259000000.0,964553285670300,,3736170126100,50261841000.0,2508899028542900,,512392414000.0,163772396000.0,267545800000.0,,5817397282.6274,59269900000000.0,2178930566300.0,511186112000,121138339200.0,4910367791500.0,,,196376300000000,,,19135170095200.0,,,,,946057987300.0,5865106000.0,5833811000.0,23652708000.0,5101873000.0,35733000000.0,,120170545900.0,,21274410000.0,2476218926300.0,,1833893978000,,73414000000.0,495452281200.0,,,,,,41576219800.0,24385071500.0,136369922625.155,,336446602900,24471318800.0,,563232815700.0,4416134060400.0,34836391600.0,203042601000.0,472207000000.0,,,29131050000.0,,3492938170500.0,10230583300.0,41807000000,1889273521600,,3676882000.0,216116000000.0,,,36729439000.0,34839284269300,3684650600.0,,,38069900000.0,6011540630200.0,211041332300,,1564483500.0,1483556407800,191604900000,3256818100.0,909733108500.0,6332291400.0,,,445513600000.0,,,,19911381000.0,9874624000.0,718433000000,12912075300,,6786218200.0,263123000000.0,,985492788700.0,748412897600.0,2821363000000,1321201000.0,1927189500.0,,,,17174927700.0,105362046600.0,,3308364025000.0,6114414772200.0,1055723734200.0,171254460900,1096188937000.0,8381682376100.0,,6066108100.0,,,253185258734971.0,,,,,552779284700.0,1594165700.0,45822296700.0
1995,,,,,,,68878726600,958515273200.0,,,98175000000,78801130000.0,1086215100.0,,152489000000.0,688224238500,550700808400.0,474836119400.0,18120555000.0,,2490062700.0,,8708539400.0,854000000.0,,4912734200.0,189055466400.0,,4457915900.0,4189600000.0,21056162573.6529,,301805894000,162837999000.0,,13417423699800.0,,,1068562359900,274466070800.0,974280164500,64453654153900,55387402500.0,,3730194671472.4,3708445200.0,,,7117833000.0,744124000000.0,448176600000.0,,,400080614000.0,308050026284.131,1609467187400,8438343000.0,192596296600,4287723500.0,142350000000.0,3521579000.0,,31113000000.0,,280010805000,,,1141893258100,217555615000.0,,,,,,,,28251424000,,,67712486000,,,1683031534558.62,60290438400,67690376838.4366,57750749000.0,4751484000000.0,902592490161800,,3829612193400,44541106000.0,2132175007738400,,447117356000.0,152784459000.0,270798800000.0,,5697623466.95446,53029700000000.0,2628384277900.0,502046236800,113320289800.0,4914829536500.0,,,172054700000000,,,18588719015400.0,,,,,920289885000.0,4891237800.0,4504845000.0,21938659000.0,4025790000.0,38780000000.0,,127526755200.0,,18644224000.0,2380890251400.0,,1561053684000,,80354000000.0,514559210000.0,,,,,,45326478100.0,24005995900.0,122650159946.401,,320775030100,21147683200.0,,555016053900.0,2967662692100.0,30664933500.0,192814614000.0,434071000000.0,,,27397707000.0,,3074946660700.0,9476123600.0,41765000000,1630908310300,,3322981200.0,169572000000.0,,,34677753000.0,40659814479800,3757314000.0,,,34917100000.0,5997840876300.0,203902377400,,1115792800.0,1598318301000,174142600000,3948486300.0,537181265500.0,6693010900.0,,,269341100000.0,,,,17088322000.0,9643451000.0,694596000000,12477975300,,5338372000.0,274264000000.0,,1120075684600.0,511271767000.0,2916097000000,1633482900.0,2245129600.0,,,,17771452400.0,87419843100.0,,3735343786000.0,5408669919200.0,911678527100.0,153824747400,1008486791000.0,6584622901900.0,,6833523200.0,,,208724182856109.0,,,,,508486944000.0,1206493800.0,40989980200.0
1994,,,,,,,76367838000,1355309436500.0,,,84384000000,74407457000.0,921454200.0,,145710952000.0,652307439700,490939553400.0,319978203400.0,13746239200.0,,2416527400.0,,12694663300.0,901000000.0,,4510420100.0,144665144600.0,,3846995200.0,3349300000.0,18613065079.1303,,285305948000,153830825000.0,,10735567300000.0,,,1008636461600,200926856700.0,1137749772000,60090506151600,53457516900.0,,3609483175018.05,3325721000.0,,,6012460400.0,602476024000.0,419020130000.0,,,374587452000.0,293166190589.905,1577908919100,7586379000.0,184633066400,4182952000.0,128161368000.0,3343005000.0,,28758000000.0,,260420117000,,,1133826220900,206129331000.0,,,,,,,,25931822000,,,62935188700,,,1495170026940.42,57973983400,,34140750300.0,4129862876000.0,746320401789000,,2988945124600,38262623000.0,2158927180115300,,431507524000.0,141796406000.0,247181091000.0,,5488276911.53877,46932800000000.0,3281378624000.0,427304044900,138953325000.0,3626476344500.0,,,140993400000000,,,17147389590700.0,,,,,911178082800.0,4229258500.0,,21047260000.0,,39085000000.0,,116834935700.0,,,2312491141200.0,,1857120147000,,73762079200.0,421095606900.0,,,,,,46106557900.0,20453850000.0,126042546951.071,,259320985300,19378150900.0,,508540779500.0,3367524526100.0,26811774600.0,175033446000.0,410143000000.0,,,25775042000.0,,2957538961700.0,8696835600.0,32860000000,1417051767500,,3162550500.0,,,,32282308000.0,37583313587600,3441570600.0,,,28755394400.0,4950465234000.0,314041472400,,1742825600.0,1570101812200,141685000000,4179042400.0,533506406000.0,5642454100.0,,,,,,,15306798000.0,8664731000.0,647835000000,11225173900,,4566247900.0,274405000000.0,,1142934474700.0,394195648800.0,2371382000000,1619136900.0,2346634100.0,,,,17130979200.0,67461824100.0,,3529617899400.0,3480430296300.0,955637869100.0,158642197600,933776220000.0,,,5516310800.0,,,179524192497879.0,,,,,435382673700.0,857896000.0,38607775100.0
1993,,,,,,,63045642300,,,,78496000000,67439885000.0,,,135822517000.0,740488148800,574451055500.0,340805082400.0,15822673800.0,,2252814800.0,,14328063900.0,848000000.0,,4539683700.0,120207464500.0,,4151980500.0,3162600000.0,17706555805.6731,,263448584000,147196389000.0,,9749056879700.0,,,677946815100,268912165400.0,651966087800,48361862376400,56435435400.0,,3447903492475.97,2790834700.0,,,5613565600.0,524099018000.0,387126520000.0,,,330647153000.0,270043089292.314,1487190318600,6541308000.0,182397773800,3289429200.0,114999967000.0,2979133000.0,,25492000000.0,,239219088000,,,1351457268300,194581760000.0,,,,,,,,25548523000,,,59960384500,,,1318772466633.91,57347914400,,41731629300.0,3794280792000.0,620407377728800,,2437933344500,33131870000.0,3572960817946700,,415622522000.0,128481316000.0,228766311000.0,,5600326247.42597,43346800000000.0,3476036678100.0,365773595800,178533969000.0,2722358483200.0,,,113763000000000,,,15829203107700.0,,,,,797879169300.0,3850937200.0,,19723657000.0,,37045000000.0,,117389027100.0,,,2315173303800.0,,1577244709000,,62504864100.0,469162583700.0,,,,,,37101184700.0,21491615600.0,118959878624.319,,206407145200,18679060400.0,,354092558900.0,4295315002900.0,23876975500.0,160531139000.0,387605000000.0,,,22551286000.0,,3315230444100.0,9004411200.0,25948000000,1247241361300,,2921745400.0,,,,29664177000.0,32115563379300,,,,27969466200.0,4750111932700.0,278058025700,,1372632600.0,1590502374700,121655400000,3658156500.0,556296750100.0,4934642200.0,,,,,,,16067295000.0,7658404000.0,573977000000,11602189700,,5401838700.0,267382000000.0,,1284104544500.0,448969978500.0,2018537000000,2158849200.0,2095826700.0,,,,16600237500.0,86351995300.0,,3691958747100.0,3120118727600.0,703191956800.0,134134680000,834262486000.0,,,6766376200.0,,,136554940421005.0,,,,,375029761500.0,761176000.0,34005522500.0
1992,,,,,,,54914645400,,,,73640000000,71357008000.0,,,136314401000.0,683496203400,540662257600.0,248004508200.0,14476493600.0,,2271520400.0,,18045419500.0,830000000.0,,4572993600.0,94817750500.0,,4014214600.0,6963325800.0,18210221903.9936,,245107308000,149147585000.0,,8538219086100.0,,,501789796500,414306466800.0,348270937000,35282642380800,54788526600.0,,3019392791995.09,2950926500.0,,,6878594600.0,423512815000.0,414854920000.0,,,335393407000.0,252087897650.785,1593987515900,6577529000.0,162037631500,3238690800.0,121340267000.0,,,25150000000.0,,247431923000,,,1277185569800,188327952000.0,,,,,,,,25389055000,,,57420750200,,,1181586437299.57,53560197400,,28261004900.0,3155474217000.0,594045161698500,,2044092608800,30807255000.0,4455998090936700,,449327533000.0,111757668000.0,257606140000.0,,5490570003.88736,43873500000000.0,4647107858400.0,273342987100,167121054800.0,,,,106575900000000,,,12277578356500.0,,,,,696837725700.0,3572026100.0,,18744874000.0,,36422000000.0,,123957460500.0,,,2031519563700.0,,1597210337400,,52259545900.0,495193590000.0,,,,,,36746353500.0,22582034400.0,110835178479.234,,179429511600,18864247300.0,,262553465500.0,3554634840900.0,26416980400.0,159900849000.0,369791000000.0,,,21051494000.0,,2886715989000.0,9944466600.0,24999000000,1124177620100,,3377940500.0,,,,30675720000.0,25966989260000,,,,26793834400.0,5287218766500.0,238747251400,,1220243800.0,1585926073400,102620800000,2817907600.0,574486289600.0,4142333100.0,,,,,,,16163739000.0,6514163000.0,590082013000,10384391400,,4109004300.0,268618000000.0,,1341176774700.0,663175732100.0,1782756733500,,1312684300.0,,,,16157672600.0,63594400400.0,,3310034097400.0,3229822209400.0,1076863639800.0,114424735000,767867712000.0,,,7239334300.0,,,96285433483507.2,,,,,350438000000.0,821979300.0,37686340800.0
1991,,,,,,,33144213200,,,,71151000000,69878306000.0,,,130924169000.0,572979176600,614576861700.0,271906931400.0,12015132000.0,,2450668300.0,,31658630500.0,926000000.0,,4160140900.0,90714407400.0,,3233224200.0,5044122800.0,21114013966.14,,233151176000,147324577000.0,,7009580366900.0,,,622568003500,671102415300.0,601254812300,24961587893500,50481950000.0,,2453573658847.69,5391354500.0,,,5807875600.0,326574648000.0,402716300000.0,,,335832930000.0,208054759116.653,1523888609400,6295138000.0,169941906200,,113593231000.0,,,24975000000.0,,243136054000,,,1253736685500,176368001000.0,,,,,,,,25118594000,,,41985256500,,,977163004722.463,49835087200,,31774289500.0,3147700475000.0,557448568278700,,1687546455200,28481418000.0,4916226602671600,,477867391000.0,104437471000.0,240495991000.0,,4591311002.953,44176600000000.0,5980833794600.0,279897265800,255198367500.0,,,,101678100000000,,,5929099409900.0,,,,,645818142300.0,3161497800.0,,19343560000.0,,32942000000.0,,112490086700.0,,,2018872390400.0,,1321524941000,,51396163900.0,475198710900.0,,,,,,39804388800.0,26641860800.0,107828817455.999,,168678042000,17899887400.0,,451028666900.0,4180586492700.0,23825343400.0,155467396000.0,363623000000.0,,,19596723000.0,,2206242010100.0,10569565700.0,22970000000,1034495038300,,3483411800.0,,,,27709201000.0,23969198493900,,,,24919940400.0,7906003247100.0,232470537900,,1191782400.0,1523583425700,95488400000,3041632400.0,630191754400.0,3537126800.0,,,,,,,,8452639000.0,580542533000,8871781300,,3644687100.0,237442000000.0,,1361304636100.0,755325435400.0,1636031101100,,920092800.0,,,,14458515200.0,57336070300.0,,3174082847600.0,3281348927400.0,2035659054100.0,91449203600,717568177000.0,,,5734695700.0,,,81052556933396.8,,,,,332650000000.0,781141200.0,36413086400.0
1990,,,,,,,18407755697,,,,75464000000,66478360000.0,,,127284812000.0,453832471030,619914419840.0,319956170415.833,35492913453.0,,2548355694.0,,31595440539.0,757000000.0,,3694969556.03707,81653496979.656,,2828477300.0,4104828326.2,22372310858.4646,,227438081000,152193029000.0,,6553923840603.92,,,602096699930,720576892200.0,382494412080,24136165372000,53361101031.0,,2529289083600.0,8575685979.8,,,5695310116.8,486288488000.0,363129290000.0,,,322817726000.0,202782416270.0,1856137192300,5631295000.0,167965837520,,102945694000.0,,,28813000000.0,,236155632000,,,1278399285900,184438332000.0,,,,,,,,23733322000,,,40979085834,,,834293909609.439,47017777022,,37607348227.0,,477155075120000,,1687289979000,27813815000.0,3686299071040180,,453993382000.0,92423306000.0,236027660000.0,,5309603792.4667,44684000000000.0,8459453740500.0,293033604040,,,,,84743000000000,,,4583850006900.0,,,,,598534012661.741,2231991800.0,,17725288000.0,,29693000000.0,,107256350900.0,,,2524062904575.79,,1131651815300,,75805822900.0,433706227100.0,,,,,,39419133673.0,31431568071.0,109607786856.092,,134717026740,17288742762.0,,446410898980.0,3202392386300.0,20215713278.0,146203599000.0,362087000000.0,,,20349902000.0,,2382471731824.01,7220568414.6,19596000000,1043749508800,,2900778400.0,,,,25837934000.0,21054409792000,,,,35404215831.0,14754781286000.0,126116118160,,1153399983.67327,1548763013700,89091600000,3717930254.47691,488352700300.0,3405494381.4,,,,,,,,10885731000.0,610453382000,8176547800,,3755138257.51,233627000000.0,,1465274479700.0,831856206340.0,1448605293000,,,,,,15320970387.0,60535249900.0,,3112707691900.0,3443221858800.0,2747178211300.0,77448355860,718642696000.0,,,3832892300.0,,,86555526796369.0,,,,,325672000000.0,961509300.0,30310258752.8096
1989,,,,,,,18764261080,,,,71450000000,61565250000.0,,,121375369000.0,335252188260,587213121500.0,292698054761.409,116384011900.0,,2537899878.6,,,785628262.618204,,3351646214.0204,73598480516.778,,2398077500.0,,20251902021.7327,,223110312000,141916771000.0,,6194120556664.08,,,546863460650,954486733500.0,364280392480,22380374054000,50775900937.0,,2283367134500.0,9075561505.0,,,5387093135.9,,327811068000.0,,,315326715000.0,236843405030.0,2057801834500,5720261000.0,162037631490,,93910339000.0,,,28921000000.0,,224819771000,,,1341688827000,183407032000.0,,,,,,,,21901061000,,,39444075627,,,757458934467.641,48395128679,,29654696353.0,,387575292120000,,1632348037300,26467668000.0,2788098659468620,,449539265000.0,85215415000.0,214971033000.0,,4659699127.11632,41311100000000.0,,283457173810,,,,,74706600000000,,,4248142616100.0,,,,,554711606464.045,2136779200.0,,16881450000.0,,27977000000.0,,98241360000.0,,,1745417161316.72,,945053052680,,,404535385900.0,,,,,,42147453513.0,29989424371.0,98475453748.9841,,106676535020,17573323058.0,,,2678553110900.0,20248857099.0,140615554000.0,353236000000.0,,,20092902000.0,,2468872326741.58,6187454157.7,17499000000,949958861150,,3483729800.0,,,,22564306000.0,12880130731000,,,,,,149201519880,,1170200955.74444,1438822429900,77812500000,4032169651.27239,666949782200.0,2407269950.4,,35823099904.0,,,,,,,603630229000,7163012500,,3233207132.21,231020000000.0,,1551089177400.0,809234985340.0,1171189606600,,,,,,13841276015.0,45477915600.0,,,3490624911800.0,,77960910976,693824208000.0,,,4062921600.0,,,90630894219958.4,,,,,345859000000.0,1027076900.0,29673056765.4702
